name,link,cost for 2,cuisines,ratings,reviews,address
"puja chat dosa corner Restaurant, Mainpura",https://www.zomato.com/patna/puja-chat-dosa-corner-mainpura,500,"Street Food, South Indian",2.9,13," Rps More, In Front Of Sundar Vatika, Danapur, Mainpura, Patna"
"sizzlers Restaurant, Khajpura",https://www.zomato.com/patna/sizzlers-khajpura,250,"North Indian, Chinese",3.4,14," Sudha Dairy, Saguna More, Danapur, Khajpura, Patna"
"tandoor darbar Restaurant, Bakerganj",https://www.zomato.com/patna/the-tandoor-darbar-bakerganj,400,"North Indian, Chinese, Biryani",3.1,6," Behind Mona Cinema Hall, Bakerganj, Patna"
"chawlas 2 onlinecom Restaurant, Fraser Road Area",https://www.zomato.com/patna/chawlas-2-online-com-fraser-road-area,700,"Chinese, North Indian, Mughlai",2.8,12, Delivery Only
"pakwaan garden restaurant Restaurant, Mithapur",https://www.zomato.com/patna/pakwaan-the-garden-restaurant-mithapur,"1,000",North Eastern,2.9,14," Opposite Gate 2, Mithapur Bus Stand, Mithapur, Patna"
"bollywood treats Restaurant, Khajpura",https://www.zomato.com/patna/bollywood-treats-khajpura,,"Biryani, Chinese, North Indian",3.2,6," At Saguna More, Danamore, Khajpura, Patna"
"sagar restaurant Restaurant, Kankarbagh",https://www.zomato.com/patna/sagar-restaurant-kankarbagh,400,"North Indian, Chinese",3.5,40," West Rajendra Nagar Overbridge, Main Road, Kankarbagh, Patna"
"ghar ka thali Restaurant, Khajpura",https://www.zomato.com/patna/ghar-ka-thali-khajpura,250,North Indian,3.4,26," A/8, Vayas Nagar, Asjana Nagar, Near The Garden Kitchen, Khajpura, Patna"
"indima bistro Restaurant, Khajpura",https://www.zomato.com/patna/indima-bistro-khajpura,400,Cafe,3.4,39," Opposite pillar no -9,Phulwari road,near guardian hospital,jagdeo path patna"
"bhukkad @ nukkad Restaurant, Fraser Road Area",https://www.zomato.com/patna/bhukkad-@-nukkad-fraser-road-area,350,Fast Food,3.6,28," D' Lall Buildiling, Opposite Hotel Samrat International, Frazer Road Area, Patna"
